ID,Product Name,Product Description,Price,Color
WCWT23214,Drop Shoulder Button Down Shirt,Dyed Embroidered | Cotton Stretch Poplin,4490,BLACK
WCWD23223,Belted Dress,Printed | Cotton Viscose,6490,BLACK
WCWT23216,Classic Button Down Shirt With Cuff Sleeves,Printed | Cotton Viscose,4690,OFF-WHITE
WCWB23218,Drop Shoulder Button Down Shirt,Dyed Embroidered | Cotton Stretch Poplin,4490,WHITE
WCWD23222,Raglan Dress,Dyed Embroidered | Cotton Cottel,5490,BROWN
WSCD23233,V Neck Tunic,Dyed | Polyester Broshia,4190,PINK
WSCD23232,Button Down Shirt,Dyed | Polyester Broshia,4690,PINK
WSCT23222B,V Neck Blouse,Printed | Textured Chiffon,4190,BLACK
WSCT23221,Button Down Shirt,Dyed | Ripple Polyester,4690,L-GREEN
WSCT23220,Button Down Shirt,Dyed | Polyester Broshia,4690,MAROON
WSCD23234,Button Down Shirt,Dyed | Ripple Polyester,4690,MAROON
WSCD23231,Belted Oversized Blouse,Dyed | Pleated Georgette,4190,BLUE
WSCD23236,Raglan Blouse,Printed | Textured Chiffon,4190,OFF-WHITE
WSCT23219,A-Line Dress,Dyed | Pleated Georgette,4490,PINK
WSCD23230,Belted Dress,Dyed | Pleated Georgette,5990,YELLOW
WSCD23236D,Belted Raglan Dress,Printed | Textured Chiffon,7990,OFF-WHITE
WSCT23222,Belted Dress,Printed | Textured Chiffon,7990,BLACK
WCKT23238,Drop Shoulder T-shirt,Dyed Embroidered | Cotton Jersey,1790,BLACK
WCKT23252,Drop Shoulder T-shirt,Printed | Cotton Jersey,1790,WHITE
WCKT23239,Drop Shoulder T-shirt,Dyed Embroidered | VP Lycra Jersey,1790,GREEN
WCKT23248,Round Neck T-shirt,Printed | Lycra Jersey,2190,WHITE
WCKB23218,Bootcut Pants,Dyed | Stretch French Terry,2590,GREEN
WCKT23247,Round Neck T-shirt,Printed Embroidered | Lycra Jersey,1990,GREY
WCKT23244,Round Neck T-shirt,Printed | Lycra Jersey,1790,WHITE
WCKT23254,Tank Top,Dyed | Lycra Rib,1190,BEIGE
WCKT23243,Drop Shoulder T-shirt,Printed Embroidered | Single Jersey,2190,BLUE
WCKT23245,Drop Shoulder T-shirt,Printed Embroidered | Lycra Jersey,2190,BLACK
WCKB23220,Shalwar Pants,Dyed | Lycra Jersey,2390,GREY
WCKB23219,Shalwar Pants,Dyed | Double Jersey,2390,BLUE
WCKT23246,Oversized T-Shirt,Printed | Lycra Jersey,1990,WHITE
WCKT23249,Round Neck T-shirt,Printed | Lycra Jersey,1790,YELLOW
WSCD23222,Tiered Dress,Dyed Embroidered | Viscose Crepe,5990,MAROON
WSCB23209T,V Neck Tunic,Dyed Embroidered | Viscose Crepe,4990,BLACK
WSCD23217B,Culottes Pants,Dyed Embroidered | Viscose Crepe,3190,OFF-WHITE
WSCD23219,Elasticated Hem Dress,Printed | Viscose Oak Silk,5990,OFF-WHITE
WSCD23217,Button Down Shirt,Dyed Embroidered | Viscose Crepe,4490,OFF-WHITE
WSCT23213B,Straight Pants,Printed | Viscose Crepe,2390,MULTI
WSCB23207,Single Tiered Belted Dress,Printed | Chiffon,6990,GREEN
WSCD23220,Elasticated Hem Dress,Printed Embroidered | Chiffon,6990,BLACK
WSCD23223,Belted Jumpsuit,Printed | Viscose Crepe,4990,MAROON
