ID,Product Name,Product Description,Price,Availability,Color,Img Path,Product Link,Sizes,Category
MCA231002,Fabrics 2 Piece,Printed Embroidered Cambric | Top Dupatta,3390,In Stock,YELLOW,images\MCA231002,https://pk.khaadi.com/fabrics-2-piece-mca231002-1001785282.html,"S, M, L, XL",3 Piece
MCA231001,Fabrics 2 Piece,Printed Embroidered Cambric | Top Dupatta,3390,In Stock,TEAL,images\MCA231001,https://pk.khaadi.com/fabrics-2-piece-mca231001-1001785280.html,"S, M, L, XL",3 Piece
MCH231001,Fabrics 2 Piece,Dyed Embroidered Crosshatch | Top Dupatta,3990,In Stock,OLIVE,images\MCH231001,https://pk.khaadi.com/fabrics-2-piece-mch231001-1001785285.html,"S, M, L, XL",3 Piece
MCA231003,Fabrics 2 Piece,Printed Embroidered Cambric | Top Dupatta,3390,In Stock,BLACK,images\MCA231003,https://pk.khaadi.com/fabrics-2-piece-mca231003-1001785283.html,"S, M, L, XL",3 Piece
ICH231001,Fabrics 2 Piece,Dyed Embroidered Crosshatch | Top Bottoms,3990,In Stock,NAVY,images\ICH231001,https://pk.khaadi.com/fabrics-2-piece-ich231001-1001785242.html,"S, M, L, XL",3 Piece
ICH231003,Fabrics 2 Piece,Dyed Embroidered Crosshatch | Top Bottoms,3990,In Stock,BLACK,images\ICH231003,https://pk.khaadi.com/fabrics-2-piece-ich231003-1001785245.html,"S, M, L, XL",3 Piece
ISCH231003,Fabrics 2 Piece,Printed Embroidered Slub Crosshatch | Top Bottoms,3990,In Stock,L-YELLOW,images\ISCH231003,https://pk.khaadi.com/fabrics-2-piece-isch231003-1001785253.html,"S, M, L, XL",3 Piece
ISCH231004,Fabrics 2 Piece,Printed Embroidered Slub Crosshatch | Top Bottoms,3990,In Stock,L-GREEN,images\ISCH231004,https://pk.khaadi.com/fabrics-2-piece-isch231004-1001785254.html,"S, M, L, XL",3 Piece
LLK231001,Fabrics 2 Piece,Printed Light Khaddar | Top Dupatta,2590,In Stock,GREEN,images\LLK231001,https://pk.khaadi.com/fabrics-2-piece-llk231001-1001786394.html,"S, M, L, XL",3 Piece
LK231002,Fabrics 2 Piece,Printed Khaddar | Top Dupatta,2590,In Stock,RED,images\LK231002,https://pk.khaadi.com/fabrics-2-piece-lk231002-1001786396.html,"S, M, L, XL",3 Piece
LLA230913,Fabrics 2 Piece,Printed Lawn | Top Dupatta,2990,In Stock,BLACK,images\LLA230913,https://pk.khaadi.com/fabrics-2-piece-lla230913-1001781121.html,"S, M, L, XL",3 Piece
JLK231003,Fabrics 2 Piece,Printed Light Khaddar | Top Bottoms,2790,In Stock,BLACK,images\JLK231003,https://pk.khaadi.com/fabrics-2-piece-jlk231003-1001785265.html,"S, M, L, XL",3 Piece
JLK231004,Fabrics 2 Piece,Printed Light Khaddar | Top Bottoms,2790,In Stock,RED,images\JLK231004,https://pk.khaadi.com/fabrics-2-piece-jlk231004-1001785268.html,"S, M, L, XL",3 Piece
EET24144,Classic Kameez,Printed | Cambric,2490,In Stock,MULTI,images\EET24144,https://pk.khaadi.com/classic-kameez-eet24144-1001790555.html,"S, M, L, XL",3 Piece
EET24145,Classic Kameez,Printed | Cambric,2490,In Stock,MULTI,images\EET24145,https://pk.khaadi.com/classic-kameez-eet24145-1001790560.html,"S, M, L, XL",3 Piece
EET24150,Classic Kameez,Printed | Cambric,2490,In Stock,MULTI,images\EET24150,https://pk.khaadi.com/classic-kameez-eet24150-1001790580.html,"S, M, L, XL",3 Piece
EET24147,Classic Kameez,Printed | Cambric,2490,In Stock,MULTI,images\EET24147,https://pk.khaadi.com/classic-kameez-eet24147-1001790565.html,"S, M, L, XL",3 Piece
EET23530,Classic Kurta,Dyed Embroidered | Crosshatch,3490,In Stock,RUST,images\EET23530,https://pk.khaadi.com/classic-kurta-eet23530-1001791361.html,"S, M, L, XL",2 Piece
EET23516,Choga,Printed | Khaddar,2990,In Stock,BLACK,images\EET23516,https://pk.khaadi.com/choga-eet23516-1001789947.html,"S, M, L, XL",2 Piece
EET24142,Classic Kameez,Printed | Cambric,2490,In Stock,MULTI,images\EET24142,https://pk.khaadi.com/classic-kameez-eet24142-1001790545.html,"S, M, L, XL",2 Piece
